CATEGORY 3.1,,,,,,,,,,,,,,,,,,,,,
Scopus search query:,,,"TITLE-ABS-KEY ( ( ( ""PointNet"" OR ""PointNet++"" OR ""PointCNN"" OR ""DGCNN"" OR ""KPConv"" OR ""PointConv"" OR ""Point transformer"" OR ""ShellNet"" OR ""PointBERT"" OR ""CurverNet"" OR ""Self organizing network"" ) AND ( ""3D data"" OR ""pointcloud"" OR ""point cloud"" ) AND ( ""construction industry"" OR ""building"" OR ""AEC"" OR ""BIM"" ) ) ) AND PUBYEAR > 2007 AND PUBYEAR < 2025 AND ( LIMIT-TO ( DOCTYPE,""ar"" ) OR LIMIT-TO ( DOCTYPE,""cp"" ) )  AND ( LIMIT-TO ( LANGUAGE,""English"" ) ) ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Publication Stage,Open Access,Source,EID
Haznedar B.; Bayraktar R.; Ozturk A.E.; Arayici Y.,"Haznedar, Bulent (57201991740); Bayraktar, Rabia (58042060600); Ozturk, Ali Emre (57225345078); Arayici, Yusuf (8328617900)",57201991740; 58042060600; 57225345078; 8328617900,Implementing PointNet for point cloud segmentation in the heritage context,2023,Heritage Science,11,1,2,,,,2,10.1186/s40494-022-00844-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145604582&doi=10.1186%2fs40494-022-00844-w&partnerID=40&md5=d7887d1b1011ca4629955b0a34193f9d,"Automated Heritage Building Information Modelling (HBIM) from the point cloud data has been researched in the last decade as HBIM can be the integrated data model to bring together diverse sources of complex cultural content relating to heritage buildings. However, HBIM modelling from the scan data of heritage buildings is mainly manual and image processing techniques are insufficient for the segmentation of point cloud data to speed up and enhance the current workflow for HBIM modelling. Artificial Intelligence (AI) based deep learning methods such as PointNet are introduced in the literature for point cloud segmentation. Yet, their use is mainly for manufactured and clear geometric shapes and components. To what extent PointNet based segmentation is applicable for heritage buildings and how PointNet can be used for point cloud segmentation with the best possible accuracy (ACC) are tested and analysed in this paper. In this study, classification and segmentation processes are performed on the 3D point cloud data of heritage buildings in Gaziantep, Turkey. Accordingly, it proposes a novel approach of activity workflow for point cloud segmentation with deep learning using PointNet for the heritage buildings. Twenty-eight case study heritage buildings are used, and AI training is performed using five feature labelling for segmentation namely, walls, roofs, floors, doors, and windows for each of these 28 heritage buildings. The dataset is divided into clusters with 80% training dataset and 20% prediction test dataset. PointNet algorithm was unable to provide sufficient accuracy in segmenting the point clouds due to deformation and deterioration on the existing conditions of the heritage case study buildings. However, if PointNet algorithm is trained with the restitution-based heritage data, which is called synthetic data in the research, PointNet algorithm provides high accuracy. Thus, the proposed approach can build the baseline for the accurate classification and segmentation of the heritage buildings. © 2023, The Author(s).",3D point cloud; Artificial intelligence; Cultural heritage; Deep learning; Segmentation,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85145604582
Janssens-Coron E.; Guilbert E.,"Janssens-Coron, E. (39761681900); Guilbert, E. (55613228714)",39761681900; 55613228714,Ground point filtering from airborne lidar point clouds using deep learning: A preliminary study,2019,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",42,2/W13,,1559,1565,6,12,10.5194/isprs-archives-XLII-2-W13-1559-2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067496635&doi=10.5194%2fisprs-archives-XLII-2-W13-1559-2019&partnerID=40&md5=ff26e5f65f8103733f1b0665be838524,"Airborne lidar data is commonly used to generate point clouds over large areas. These points can be classified into different categories such as ground, building, vegetation, etc. The first step for this is to separate ground points from non-ground points. Existing methods rely mainly on TIN densification but there performance varies with the type of terrain and relies on the user's experience who adjusts parameters accordingly. An alternative may be on the use of a deep learning approach that would limit user's intervention. Hence, in this paper, we assess a deep learning architecture, PointNet, that applies directly to point clouds. Our preliminary results show mitigating classification rates and further investigation is required to properly train the system and improve the robustness, showing issues with the choices we made in the preprocessing. Nonetheless, our analysis suggests that it is necessary to enrich the architecture of the network to integrate the notion of neighbourhood at different scales in order to increase the accuracy and the robustness of the treatment as well as its capacity to treat data from different geographical contexts. © Authors 2019.",classification; deep learning; ground point; lidar,Conference paper,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85067496635
Tian B.; Loonen R.C.G.M.; Hensen J.L.M.,"Tian, B. (57900310200); Loonen, R.C.G.M. (55504415000); Hensen, J.L.M. (7006934537)",57900310200; 55504415000; 7006934537,Combining point cloud and surface methods for modeling partial shading impacts of trees on urban solar irradiance,2023,Energy and Buildings,298,,113420,,,,0,10.1016/j.enbuild.2023.113420,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170405680&doi=10.1016%2fj.enbuild.2023.113420&partnerID=40&md5=7b5ffd3a0e0ba20c32031e0b713748d7,"Although trees and urban vegetation have a significant influence on solar irradiation in the built environment, their impact on daylight and energy consumption is often not considered in building performance and urban environment simulation studies. This paper presents a novel method for comprehensive solar irradiance assessment that considers the dynamic partial shading impacts from trees. The proposed method takes urban point clouds as input and consists of three subsequent steps: (a) DGCNN-based segmentation, (b) fusion model generation, (c) matrix-based irradiance calculation. The method is validated by comparing model outputs with field measurement data, and an inter-model comparison with eleven state-of-the-art tree shading modeling approaches. Analyses carried out on daily and long-term basis show that the proposed fusion model can significantly reduce simulation errors compared to alternative approaches, while limiting the required input data to a minimum. The primary source of uncertainty stems from mismatches between tree morphology in the fusion model and reality, attributable to phenological growth and seasonal variations. © 2023 The Author(s)",Dynamic graph CNN; Fusion model; Solar irradiance; Tree shading,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85170405680
Liu R.; Ren L.; Wang F.,"Liu, Renpeng (57377746900); Ren, Lisheng (57672583700); Wang, Fang (57199195670)",57377746900; 57672583700; 57199195670,3D point cloud of single tree branches and leaves semantic segmentation based on modified pointnet network,2021,Journal of Physics: Conference Series,2074,1,12026,,,,3,10.1088/1742-6596/2074/1/012026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121457959&doi=10.1088%2f1742-6596%2f2074%2f1%2f012026&partnerID=40&md5=74c91e860bc07e5fd58d4664a3d455b2,"Semantic segmentation of single tree 3D point cloud is one of the key technologies in building tree model. It plays an important role in tree skeleton extraction, tree pruning, tree model reconstruction and other fields. Because the area of a single leaf is smaller than that of the whole tree, the segmentation of branches and leaves is a challenging problem. In view of the above problems, this paper first migrates PointNet to the tree branch and leaf point cloud segmentation, and proposes an automatic segmentation method based on improved PointNet. According to the difference of normal direction between leaves and branches, the point cloud information of three dimensions coordinates, color and normal vector is input into the point feature space. In data processing, increase the number of each block data, so that the network can better learn features. MLP is added to the original PointNet network to improve the ability of extracting and learning local features. In addition, in the process of feature extraction, jump connection is added to realize feature reuse and make full use of different levels of features. The original 1×1 filter of PointNet is replaced by 3×1 filter to improve the segmentation accuracy of tree point cloud. The focus loss function focal loss is introduced into the field of 3D point cloud to reduce the impact of the imbalance of point cloud samples on the results. The results show that the improved method improves the accuracy of tree branch point cloud segmentation compared with the original PointNet for branch and leaf segmentation. The segmentation accuracy of structural elements of branches and leaves is more than 88%, and MIoU is 48%. © 2021 Institute of Physics Publishing. All rights reserved.",Deep Learning; Leaves; Point Cloud; Point Cloud Segmentation; PointNet; Semantic Segmentation; Tree Branches,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85121457959
Chen D.; Ma X.; Lu X.; Xiao J.,"Chen, D. (56376005300); Ma, X. (57742390000); Lu, X. (57742974200); Xiao, J. (57742675300)",56376005300; 57742390000; 57742974200; 57742675300,APPLICATION OF A SHELLNET BASED APPROACH TO SEMANTIC SEGMENTATION IN URBAN POINT CLOUD,2022,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",43,B2-2022,,169,175,6,0,10.5194/isprs-archives-XLIII-B2-2022-169-2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132023489&doi=10.5194%2fisprs-archives-XLIII-B2-2022-169-2022&partnerID=40&md5=be5caf3207e99e945f4880ca74663b20,"In recent years, the popularity of airborne, vehicle-borne, and terrestrial 3D laser scanners has driven the rapid development of 3D point cloud processing methods. The 3D laser scanning technology has the characteristics of non-contact, high density, high accuracy, and digitalization, which can achieve comprehensive and fast 3D scanning of urban point clouds. To address the current situation that it is difficult to accurately segment urban point clouds in complex scenes from 3D laser scanned point clouds, a technical process for accurate and fast semantic segmentation of urban point clouds is proposed. In this study, the point clouds are first denoised, then the samples are annotated and sample sets are created based on the point cloud features of the category targets using CloudCompare software, followed by an end-to-end trainable optimization network-ShellNet, to train the urban point cloud samples, and finally, the models are evaluated on a test set. The method achieved IoU metrics of 89.83% and 73.74% for semantic segmentation of buildings and rods-like objects respectively. From the visualization results of the test set, the algorithm is feasible and robust, providing a new idea and method for semantic segmentation of large-scale urban scenes.  © 2022. International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives. All rights reserved. ",3D objects detection; Mobile laser scanning; Point cloud; Semantic segmentation; ShellNet; Urban,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85132023489
Soilán M.; Tardy H.; González-Aguilera D.,"Soilán, M. (56803886700); Tardy, H. (57742386000); González-Aguilera, D. (24477009700)",56803886700; 57742386000; 24477009700,DEEP LEARNING-BASED ROAD SEGMENTATION OF 3D POINT CLOUDS FOR ASSISTING ROAD ALIGNMENT PARAMETERIZATION,2022,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",43,B2-2022,,283,290,7,1,10.5194/isprs-archives-XLIII-B2-2022-283-2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132005710&doi=10.5194%2fisprs-archives-XLIII-B2-2022-283-2022&partnerID=40&md5=b5b34223a58e7d802b2f4e0fe6125ec7,"The need for transportation infrastructure digitalization is becoming more important, and efficient data collection and processing workflows have to be established and pose a great research challenge. This paper presents a fully automated method for the geometric parametrization of the road alignment from 3D point clouds acquired with a low-cost mobile mapping system. It exploits the Point Transformer Deep Learning architecture in order to segment the 3D point cloud in four different classes, which include road markings. Those markings are then used as a reference to extract the alignment trajectory path, classify its geometries (straight lines, circular arcs, and clothoids) and then parametrize it, extracting data to easily generate alignment data that may follow the standard schema of the Industry Foundation Classes (IFC). Both the deep learning architecture and the geometry parametrization process show promising results to develop automatic workflows that extract precise as-built data of the infrastructure from 3D point clouds.  © 2022. International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives. All rights reserved. ",3D point cloud processing; BIM; Deep Learning; Mobile Mapping System; Point Transformer; Road alignment,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85132005710
Koo B.; Jung R.; Yu Y.,"Koo, Bonsang (7101738312); Jung, Raekyu (57219890755); Yu, Youngsu (57204916978)",7101738312; 57219890755; 57204916978,Automatic classification of wall and door BIM element subtypes using 3D geometric deep neural networks,2021,Advanced Engineering Informatics,47,,101200,,,,32,10.1016/j.aei.2020.101200,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095915865&doi=10.1016%2fj.aei.2020.101200&partnerID=40&md5=7ae07d46c416126392153515385912d9,"With the growing adoption of Building Information Modeling (BIM), specialized applications have been developed to perform domain-specific analyses. These applications need tailored information with respect to a BIM model element's attributes and relationships. In particular, architectural elements need further qualification concerning their geometric and functional ‘subtypes’ to support exact simulations and compliance checks. BIM and its underlying data schema, the Industry Foundation Classes (IFC), provide a rich representation with which to exchange semantic entity and relationship data. However, subtypes for individual elements are not represented by default and often require manual designation, leaving it vulnerable to errors and omissions. Existing research to enrich the semantics of IFC model entities employed domain-specific rule sets that scrutinize their legitimacy and modify them, if and when necessary. However, such an approach is limited in their scalability and comprehensibility. This study explored the use of 3D geometric deep neural networks originating from computer vision research. Specifically, Multi-view CNN(MVCNN) and PointNet were investigated to determine their applicability in extracting unique features of door (IfcDoor) and wall (IfcWall) element subtypes, and in turn be leveraged to automate subtype classifications. Test results indicated MVCNN as having the best prediction performance, while PointNet's accuracy was hampered by resolution loss due to selective use of point cloud data. The research confirmed deep neural networks as a viable solution to distinguishing BIM element subtypes, the critical factor being their ability to detect subtle differences in local geometries. © 2020",Building information modeling; Deep learning; Industry foundation classes; Machine learning; Semantic integrity,Article,Final,,Scopus,2-s2.0-85095915865
González-Collazo S.M.; Balado J.; Garrido I.; Grandío J.; Rashdi R.; Tsiranidou E.; del Río-Barral P.; Rúa E.; Puente I.; Lorenzo H.,"González-Collazo, Silvia María (57446439400); Balado, Jesús (57195102154); Garrido, Iván (57196025483); Grandío, Javier (57219132675); Rashdi, Rabia (57580991900); Tsiranidou, Elisavet (57911573100); del Río-Barral, Pablo (57214223328); Rúa, Erik (57226303239); Puente, Iván (55258413100); Lorenzo, Henrique (6603882725)",57446439400; 57195102154; 57196025483; 57219132675; 57580991900; 57911573100; 57214223328; 57226303239; 55258413100; 6603882725,Santiago urban dataset SUD: Combination of Handheld and Mobile Laser Scanning point clouds,2024,Expert Systems with Applications,238,,121842,,,,0,10.1016/j.eswa.2023.121842,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173267884&doi=10.1016%2fj.eswa.2023.121842&partnerID=40&md5=2c9ac7d47ee831cfee4c5a11468664a3,"Santiago Urban Dataset SUD is a real dataset that combines Mobile Laser Scanning (MLS) and Handheld Mobile Laser Scanning (HMLS) point clouds. The data is composed by 2 km of streets, sited in Santiago de Compostela (Spain). Point clouds undergo a manual labelling process supported by both heuristic and Deep Learning methods, resulting in the classification of eight specific classes: road, sidewalk, curb, buildings, vehicles, vegetation, poles, and others. Three PointNet++ models were trained; the first one using MLS point clouds, the second one with HMLS point clouds and the third one with both H&MLS point clouds. In order to ascertain the quality and efficacy of each Deep Learning model, various metrics were employed, including confusion matrices, precision, recall, F1-score, and IoU. The results are consistent with other state-of-the-art works and indicate that SUD is valid for comparing point cloud semantic segmentation works. Furthermore, the survey's extensive coverage and the limited occlusions indicate the potential utility of SUD in urban mobility research. © 2023 The Author(s)",Deep learning; LiDAR; Mobile mapping systems; Occlusions; Semantic segmentation; Urban mobility,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85173267884
Li J.; Chen B.M.; Lee G.H.,"Li, Jiaxin (58577876400); Chen, Ben M. (7408611448); Lee, Gim Hee (37013313400)",58577876400; 7408611448; 37013313400,SO-Net: Self-Organizing Network for Point Cloud Analysis,2018,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,8579077,9397,9406,9,703,10.1109/CVPR.2018.00979,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052978187&doi=10.1109%2fCVPR.2018.00979&partnerID=40&md5=e5e869f1c807e52b8968d2c5e014fcfd,"This paper presents SO-Net, a permutation invariant architecture for deep learning with orderless point clouds. The SO-Net models the spatial distribution of point cloud by building a Self-Organizing Map (SOM). Based on the SOM, SO-Net performs hierarchical feature extraction on individual points and SOM nodes, and ultimately represents the input point cloud by a single feature vector. The receptive field of the network can be systematically adjusted by conducting point-to-node k nearest neighbor search. In recognition tasks such as point cloud reconstruction, classification, object part segmentation and shape retrieval, our proposed network demonstrates performance that is similar with or better than state-of-the-art approaches. In addition, the training speed is significantly faster than existing point cloud recognition networks because of the parallelizability and simplicity of the proposed architecture. Our code is available at the project website.1 © 2018 IEEE.",,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85052978187
Li Z.; Zhang W.; Shan J.,"Li, Z. (57211530508); Zhang, W. (57196272204); Shan, J. (57219263367)",57211530508; 57196272204; 57219263367,HOLISTIC PARAMETRIC RECONSTRUCTION of BUILDING MODELS from POINT CLOUDS,2020,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",43,B2,,689,695,6,5,10.5194/isprs-archives-XLIII-B2-2020-689-2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091109448&doi=10.5194%2fisprs-archives-XLIII-B2-2020-689-2020&partnerID=40&md5=b5b165fdf7b15f0e0bea39f7368a59a5,"Building models are conventionally reconstructed by building roof points via planar segmentation and then using a topology graph to group the planes together. Roof edges and vertices are then mathematically represented by intersecting segmented planes. Technically, such solution is based on sequential local fitting, i.e., the entire data of one building are not simultaneously participating in determining the building model. As a consequence, the solution is lack of topological integrity and geometric rigor. Fundamentally different from this traditional approach, we propose a holistic parametric reconstruction method which means taking into consideration the entire point clouds of one building simultaneously. In our work, building models are reconstructed from predefined parametric (roof) primitives. We first use a well-designed deep neural network to segment and identify primitives in the given building point clouds. A holistic optimization strategy is then introduced to simultaneously determine the parameters of a segmented primitive. In the last step, the optimal parameters are used to generate a watertight building model in CityGML format. The airborne LiDAR dataset RoofN3D with predefined roof types is used for our test. It is shown that PointNet++ applied to the entire dataset can achieve an accuracy of 83% for primitive classification. For a subset of 910 buildings in RoofN3D, the holistic approach is then used to determine the parameters of primitives and reconstruct the buildings. The achieved overall quality of reconstruction is 0.08 meters for point-surface-distance or 0.7 times RMSE of the input LiDAR points. This study demonstrates the efficiency and capability of the proposed approach and its potential to handle large scale urban point clouds. © 2020 International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives.",Building Modelling; CityGML; Deep Neural Network; Point Cloud; Primitives; Semantic Segmentation,Conference paper,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85091109448
Shao W.; Kakizaki K.; Araki S.; Mukai T.,"Shao, Wanpeng (57461744500); Kakizaki, Ken'ichi (36876160100); Araki, Shunsuke (7402410948); Mukai, Tomohisa (42661692100)",57461744500; 36876160100; 7402410948; 42661692100,Damage Detection of the RC Building in TLS Point Clouds Using 3D Deep Neural Network,2023,Seimitsu Kogaku Kaishi/Journal of the Japan Society for Precision Engineering,89,1,,70,76,6,0,10.2493/jjspe.89.70,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146073958&doi=10.2493%2fjjspe.89.70&partnerID=40&md5=5bda940e5384cbdcfe078fe62aefb850,"Nowadays, it is possible to capture the whole surface areas of buildings in three-dimensional point clouds using laser scanners. However, it is still challenging to find the damaged areas of the building data automatically. The objective of the study is to investigate the use of deep neural networks in combination with the building data captured by the terrestrial laser scanner for damage detection. The post-seismic building data for our experiments is from a structural lab. To find out what kinds of DNNs are useful for damage detection, the deep neural networks we choose are PointNet and PointNet++ (MSG, MRG, and SSG). Since innovative DNNs can only directly operate on small 3D rigid models, we transform the detection problem into a classification problem by voxelizing the whole façade before feeding into the 3D DNNs. Meanwhile, we find a pair of optimal parameters after investigating the impact of different point sizes and voxel sizes on detection results. By comparison, we perform a point-based classification by Random Forest to highlight the effectiveness of our approach. © 2023 Japan Society for Precision Engineering. All rights reserved.",damage detection; deep neural networks; earthquake; point clouds; reinforced concrete building,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85146073958
Hamid N.; Wibisono A.; Anwar Ma'Sum M.; Gamal A.; Ardhianto R.; Arymurthy A.M.; Jatmiko W.,"Hamid, Nur (52663351300); Wibisono, Ari (55625531300); Anwar Ma'Sum, M. (57213817389); Gamal, Ahmad (57200131887); Ardhianto, Roni (57200085262); Arymurthy, Aniati Murni (36815724000); Jatmiko, Wisnu (8568432600)",52663351300; 55625531300; 57213817389; 57200131887; 57200085262; 36815724000; 8568432600,3D Edge Convolution in Deep Neural Network Implementation for Land Cover Semantic Segmentation of Airborne LiDAR Data,2019,"2019 4th Asia-Pacific Conference on Intelligent Robot Systems, ACIRS 2019",,,8935980,216,220,4,1,10.1109/ACIRS.2019.8935980,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078064012&doi=10.1109%2fACIRS.2019.8935980&partnerID=40&md5=5fc7b5538adcf1089d57d7388b5d09df,"3-dimensional data contains more informative visualization than a 2-dimensional one. LiDAR sensor produces 3D data or point cloud data. There have been many implementations of LiDAR data such as for building detection, urban area modeling, and land cover analysis. This study will analyze land cover because of its substantial benefits. The purpose of this study is to produce semantic segmentation of land cover from LiDAR data by implementing EdgeConv Algorithm from Dynamic Graph Convolutional Neural Network (DGCNN). The dataset in this study is LiDAR data of Kupang, one of the areas in Indonesia. This work achieves the average accuracy of 67.76% for DGCNN better than the state-of-the-art method PointNet (previous method) with 64.97% by implementing the point cloud dataset from LiDAR data of Kupang. This is because the edge convolution could recognize the global shape structure and local neighborhood information so that it could improve the segmentation performance result. © 2019 IEEE.",3-dimensional edge detection; 3D CNN; edge convolution; land cover; lidar; semantic segmentation,Conference paper,Final,,Scopus,2-s2.0-85078064012
,,,,,,,,,,,,,,,,,,,,,
CATEGORY 3.2,,,,,,,,,,,,,,,,,,,,,
Scopus search query:,,,"TITLE-ABS-KEY ( ( ( ""Spherical projection"" OR ""voxel grid projection"" ) AND ( ""3D data"" OR ""pointcloud"" OR ""point cloud"" ) AND ( ""construction industry"" OR ""building"" OR ""AEC"" OR ""BIM"" ) ) ) AND PUBYEAR > 2007 AND PUBYEAR < 2025 AND ( LIMIT-TO ( DOCTYPE,""ar"" ) OR LIMIT-TO ( DOCTYPE,""cp"" ) )  AND ( LIMIT-TO ( LANGUAGE,""English"" ) ) ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Xiao A.; Yang X.; Lu S.; Guan D.; Huang J.,"Xiao, Aoran (57219688834); Yang, Xiaofei (57191641844); Lu, Shijian (8439329200); Guan, Dayan (57202644096); Huang, Jiaxing (57219508311)",57219688834; 57191641844; 8439329200; 57202644096; 57219508311,FPS-Net: A convolutional fusion network for large-scale LiDAR point cloud segmentation,2021,ISPRS Journal of Photogrammetry and Remote Sensing,176,,,237,249,12,27,10.1016/j.isprsjprs.2021.04.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105590610&doi=10.1016%2fj.isprsjprs.2021.04.011&partnerID=40&md5=a111ea87ff4070702f6f093b4fa8361d,"Scene understanding based on LiDAR point cloud is an essential task for autonomous cars to drive safely, which often employs spherical projection to map 3D point cloud into multi-channel 2D images for semantic segmentation. Most existing methods simply stack different point attributes/modalities (e.g. coordinates, intensity, depth, etc.) as image channels to increase information capacity, but ignore distinct characteristics of point attributes in different image channels. We design FPS-Net, a convolutional fusion network that exploits the uniqueness and discrepancy among the projected image channels for optimal point cloud segmentation. FPS-Net adopts an encoder-decoder structure. Instead of simply stacking multiple channel images as a single input, we group them into different modalities to first learn modality-specific features separately and then map the learnt features into a common high-dimensional feature space for pixel-level fusion and learning. Specifically, we design a residual dense block with multiple receptive fields as a building block in encoder which preserves detailed information in each modality and learns hierarchical modality-specific and fused features effectively. In the FPS-Net decoder, we use a recurrent convolution block likewise to hierarchically decode fused features into output space for pixel-level classification. Extensive experiments conducted on two widely adopted point cloud datasets show that FPS-Net achieves superior semantic segmentation as compared with state-of-the-art projection-based methods. Specifically, FPS-Net outperforms the state-of-the-art in both accuracy (4.9% higher than RangeNet++ and 2.8% higher than PolarNet in mIoU) and computation speed (15.0 FPS faster than SqueezeSegV3) for SemanticKITTI benchmark. For KITTI benchmark, FPS-Net achieves significant accuracy improvement (12.6% higher than RangeNet++ in mIoU) with comparable computation speed. In addition, the proposed modality fusion idea is compatible with typical projection-based methods and can be incorporated into them with consistent performance improvement. © 2021 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)",Autonomous driving; LiDAR; Point cloud; Scene understanding; Semantic segmentation; Spherical projection,Article,Final,,Scopus,2-s2.0-85105590610
Klokov A.A.; Pak D.U.; Khorin A.; Yudin D.A.; Kochiev L.; Luchinskiy V.D.; Bezuglyj V.D.,"Klokov, Alexey A. (57220752789); Pak, Di Un (58507798400); Khorin, Aleksandr (57219448658); Yudin, Dmitry A. (57223946179); Kochiev, Leon (57374424400); Luchinskiy, Vladimir D. (58506690900); Bezuglyj, Vitaly D. (58026004300)",57220752789; 58507798400; 57219448658; 57223946179; 57374424400; 58506690900; 58026004300,DAPS3D: Domain Adaptive Projective Segmentation of 3D LiDAR Point Clouds,2023,IEEE Access,11,,,79341,79356,15,0,10.1109/ACCESS.2023.3298706,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165868804&doi=10.1109%2fACCESS.2023.3298706&partnerID=40&md5=0df45d88438797358d91fcdea6afa59b,"LiDARs are one of the key sources of reliable environmental ranging information for autonomous vehicles. However, segmentation of 3D scene elements (roads, buildings, people, cars, etc.) based on LiDAR point clouds has limitations. On the one hand, point- and voxel-based segmentation neural networks do not offer sufficiently high speed. On the other hand, modern labeled datasets primarily consist of street scenes recorded for driverless cars and contain little data for mobile delivery robots or cleaners that must work in parks and yards with heavy pedestrian traffic. This article aims to overcome these limitations. We have proposed a novel approach called DAPS3D to train deep neural networks for 3D semantic segmentation. This approach is based on a spherical projection of a point cloud and LiDAR-specific masks, enabling the model to adapt to different types of LiDAR. First of all, we have introduced various high-speed multi-scale spherical projection segmentation models, including convolutional, recurrent, and transformer architectures. Among them, the SalsaNextRecLSTM architecture with recurrent blocks showed the best results. In particular, this model achieved the 83.5% mIoU metric for the SemanticKitti dataset with joint categories. Secondly, we have proposed several original augmentations for spherical projections of LiDAR data, including FoV, flip, and rotation augmentation, as well as a special T-Zone cutout. These augmentations increase the model's invariance when dealing with changes in the data domain. Finally, we introduce a new method to generate synthetic datasets for domain adaptation problems. We have developed two new datasets for validating 3D scene outdoor segmentation algorithms: the DAPS-1 dataset, which is based on the augmentation of the reconstructed 3D semantic map, and the DAPS-2 LiDAR dataset, collected by the on-board sensors of a cleaning robot in a park area. Particular attention is given to the performance of the developed models, demonstrating their ability to function in real-time. The code and datasets used in this study are publicly available at: github.com/subake/DAPS3D.  © 2013 IEEE.",artificial neural networks; Autonomous vehicles; computer vision; image segmentation; projection algorithm,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85165868804
Wang Z.; Xiong H.,"Wang, Zhihong (36651664900); Xiong, Hao (58373340400)",36651664900; 58373340400,Analysis of the Application of Deep Learning in Model Reconstruction of Ancient Buildings,2022,Advances in Multimedia,2022,,4273937,,,,0,10.1155/2022/4273937,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140823725&doi=10.1155%2f2022%2f4273937&partnerID=40&md5=bb6d522d0d662066b79d26820d9b367f,"With the rapid development of interactive 3D graphics technology, as well as the growing demand for virtual reality, digital urbanization and digital cultural heritage protection and time-consuming and inefficient traditional artificial building modeling methods have been far from meeting the rapid and intelligent needs of the application market and automatic. Architectural modeling methods have been paid more and more attention. Architectural modeling is an application-oriented comprehensive research field. According to different application scenarios, its research methods cover many technical fields and disciplines. This paper introduces a method of modeling ancient buildings using depth image estimation, spherical projection mapping, 3D adversarial generation network, and other techniques. The characteristics of architectural modeling methods are discussed from different disciplinary and technical perspectives. Second, the three major schools of architectural modeling technology, mainly the process modeling method, image modeling method, and point cloud modeling method, as well as the inverse process modeling method, which has attracted much attention and challenges in recent years, are summarized in detail. Then, the problem of building modeling is discussed. The problems and challenges of building modeling technology are analyzed, and the future development trend is predicted.  © 2022 Zhihong Wang and Hao Xiong.",,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85140823725
,,,,,,,,,,,,,,,,,,,,,
CATEGORY 3.3,,,,,,,,,,,,,,,,,,,,,
Scopus search query:,,,"TITLE-ABS-KEY ( ( ( ""3D CNN"" OR ""VoxNet"" OR ""submanifold sparse CNN"" ) AND ( ""3D data"" OR ""pointcloud"" OR ""point cloud"" ) AND ( ""construction industry"" OR ""building"" OR ""AEC"" OR ""BIM"" ) ) ) AND PUBYEAR > 2007 AND PUBYEAR < 2025 AND ( LIMIT-TO ( DOCTYPE,""ar"" ) OR LIMIT-TO ( DOCTYPE,""cp"" ) )  AND ( LIMIT-TO ( LANGUAGE,""English"" ) ) ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
